date,name,description,random_sum,random_average,random_decimals
2022-07-21,Ulyw Xymibpzf,gamma omega lambda delta alpha alpha omega beta gamma alpha zeta,4479,360.35,0.477013
2023-04-07,Yqxfssa Twzrydjlv,alpha omega sigma omega omega omega,2910,762.48,0.15108
2023-02-18,Znuqum Nmtgu,omega alpha gamma sigma alpha gamma alpha omega delta lambda alpha,917,134.21,0.865533
2024-09-23,Jknhltt Akxmbdda,zeta zeta omega sigma delta delta delta lambda gamma lambda sigma,7421,212.14,0.698157
2023-06-01,Xmhoyo Jsjmrfry,theta theta beta beta zeta,8981,505.07,0.945784
2023-02-02,Vexffsr Imberhkr,lambda omega alpha sigma beta omega beta omega beta,1841,31.67,0.805922
2024-02-14,Bhbw Cnmca,omega lambda beta alpha beta gamma lambda,5093,978.1,0.487823
2023-10-25,Uadsz Ekipv,zeta omega lambda lambda beta zeta sigma lambda gamma,931,537.86,0.108275
2021-12-21,Btumk Atvemgu,theta beta delta delta sigma gamma lambda omega zeta,3657,342.85,0.626316
2023-01-04,Bdxsnyt Gnkifl,omega delta zeta gamma zeta zeta sigma lambda lambda delta zeta lambda,4942,207.92,0.809483
2024-07-26,Yqjifx Umcjyidz,omega delta lambda sigma sigma alpha sigma,7461,32.52,0.923851
2024-10-03,Erkmtlol Oxmmkpl,omega theta lambda gamma theta gamma,8796,181.15,0.875065
2020-10-17,Fgxeoxxk Qazxufn,omega theta lambda sigma zeta alpha alpha alpha zeta delta omega,291,795.94,0.544249
2022-11-02,Tzro Jcwyt,zeta lambda zeta gamma gamma gamma beta,8698,684.57,0.639392
2025-05-24,Mfkwwttr Gzprtaxjq,sigma beta zeta theta lambda beta lambda omega beta zeta,3219,409.52,0.730725
2021-09-15,Ccoyhbxj Hvwnzrbg,zeta theta sigma gamma zeta delta lambda beta beta,1757,15.19,0.411528
2024-02-23,Nmcbj Gfefm,lambda theta theta alpha lambda delta gamma lambda sigma,7675,140.7,0.466939
2023-07-01,Ujda Fypjby,gamma theta sigma omega beta,8375,148.88,0.184493
2021-02-05,Yeovl Udtqqcf,theta gamma alpha gamma beta delta lambda gamma gamma,207,287.55,0.074116
2020-10-22,Ogfpp Pmzlfxr,theta alpha omega gamma delta gamma,5036,390.42,0.167544
2022-06-02,Ykrm Dtavgtz,zeta sigma zeta omega gamma sigma theta theta,5585,423.3,0.182572
2022-08-18,Usgvptac Fkqjpys,gamma zeta sigma beta theta alpha lambda omega lambda delta beta,4895,219.84,0.248012
2023-09-08,Toiqqz Iruelfczi,sigma gamma sigma gamma alpha theta omega gamma,2094,461.47,0.192443
2025-01-04,Lkpptb Asdwuto,beta gamma delta lambda sigma zeta sigma,3708,358.03,0.319582
2023-09-13,Kfeqv Wufxcfda,alpha lambda gamma lambda theta delta theta,5609,230.87,0.54326
2021-08-03,Fxtkwuu Nabsmut,omega zeta beta lambda beta gamma theta gamma lambda omega,7259,560.22,0.905941
2023-12-24,Daizzz Ftyyaeen,lambda alpha omega omega lambda sigma gamma beta,5012,505.41,0.857298
2022-03-08,Nxaukf Zxcdmhnjk,lambda alpha alpha delta delta beta beta theta delta beta,9117,470.72,0.246827
2020-10-24,Erdfkcfw Dzceexz,lambda delta gamma alpha theta sigma,6824,102.4,0.716502
2022-09-13,Wovxzfhd Zwrjydlah,omega theta lambda omega alpha beta alpha omega alpha theta,5155,478.74,0.261897
2024-12-05,Olumpkk Ubmxlrp,theta alpha delta zeta omega theta alpha delta sigma,504,500.28,0.892893
2021-12-01,Iklsavf Bievesidk,lambda zeta beta theta sigma omega theta delta zeta omega beta,5702,425.59,0.732151
2022-11-14,Otpwjvuk Rwyedwszb,zeta delta sigma omega delta delta gamma delta zeta beta,1755,306.48,0.423604
2022-04-30,Rlma Pziae,beta omega beta delta gamma lambda lambda gamma,554,777.13,0.881825
2020-12-18,Jqifhfg Nzsnjjbw,delta beta delta beta delta zeta sigma,6715,78.47,0.593303
2023-02-23,Dzszesmn Nrghssvxi,sigma sigma lambda lambda alpha gamma gamma beta,8350,599.1,0.951926
2023-10-28,Lgtj Mmshku,alpha sigma gamma beta alpha sigma zeta theta alpha,5900,445.88,0.551734
2025-03-07,Njvatz Kvajwn,omega theta delta sigma alpha,5007,21.93,0.22588
2020-11-16,Tzkq Kfyfp,gamma alpha gamma omega zeta theta sigma theta gamma beta,2249,380.02,0.096045
2022-02-23,Awmft Cjbrjpsr,alpha lambda beta sigma gamma gamma,4081,693.57,0.453161
2022-02-14,Gqheex Xyqlgbie,zeta alpha zeta alpha zeta lambda alpha theta sigma zeta sigma,5468,107.11,0.182957
2023-08-28,Dcmodzyg Sxnajjy,zeta alpha sigma sigma omega delta omega lambda,8475,641.36,0.144853
2024-01-12,Kvomltv Sgvvg,zeta gamma gamma delta gamma gamma,3405,27.93,0.685396
2022-08-03,Ypbegra Yqjthiv,sigma beta gamma omega theta lambda delta gamma beta,3066,334.55,0.230802
2023-11-29,Fgfdnoix Hcflo,alpha alpha lambda sigma beta zeta omega sigma lambda,5126,599.55,0.738265
2022-10-23,Zemiwa Xadgvou,beta lambda alpha lambda gamma theta,3818,572.82,0.035047
2024-11-05,Inlmqsd Jqwbun,alpha gamma gamma delta beta,4587,778.06,0.195242
2022-05-15,Xlqigl Appuqzk,alpha sigma beta omega lambda beta delta alpha,8404,94.66,0.493847
2022-09-21,Arvfjpyc Lpbkoo,zeta sigma theta sigma delta,917,311.92,0.156493
2024-04-19,Noginlr Iropjo,zeta sigma sigma delta gamma sigma sigma zeta delta zeta,5179,791.37,0.594468
2023-08-29,Wynwk Pubwxrgyl,sigma theta lambda gamma sigma beta,9296,287.3,0.472402
2021-06-10,Lkmqabey Nemvdpmx,omega alpha gamma theta theta beta delta beta sigma,3630,435.51,0.120611
2025-05-04,Qzklpew Jaxqjfw,gamma sigma zeta alpha beta beta lambda beta sigma theta gamma,7276,335.39,0.66335
2022-08-02,Uneqig Lzcopoz,delta lambda omega delta alpha zeta theta beta sigma,5186,431.92,0.590069
2021-12-05,Fyozic Nrvdkjkyq,theta gamma alpha beta alpha beta theta theta zeta delta zeta sigma,6530,756.92,0.402882
2021-03-22,Cccr Vcledrf,alpha gamma beta sigma zeta zeta zeta gamma gamma sigma omega,9558,807.28,0.945843
2025-01-18,Jkhzptg Itfajlh,zeta zeta theta zeta gamma,8505,642.12,0.755119
2020-11-30,Vnvr Kuetmfw,delta sigma beta sigma alpha theta lambda omega theta lambda alpha sigma,250,879.12,0.892593
2024-05-01,Evkquds Rtrwtw,alpha beta beta delta beta lambda sigma,6797,794.59,0.395358
2023-07-24,Bvbnnvv Qnmiuk,sigma omega beta gamma lambda delta gamma sigma,4327,589.01,0.317144
2022-09-07,Pjepqzqk Umukrkg,beta gamma omega gamma zeta gamma delta alpha beta,7582,848.75,0.247637
2024-05-11,Ueaxdco Dltghp,omega lambda zeta zeta omega theta lambda delta delta delta,4923,978.38,0.196705
2022-08-01,Uincs Vnnbd,zeta alpha delta alpha sigma gamma omega beta zeta beta zeta,5646,921.7,0.596194
2024-01-18,Lkpoks Lraoz,theta beta theta delta gamma beta omega beta theta theta omega omega,7258,191.25,0.048439
2021-08-12,Xtylk Cxzri,lambda zeta zeta beta delta delta,1804,167.05,0.049491
2024-05-07,Ykpw Sjrun,beta theta beta theta gamma sigma omega zeta zeta sigma theta,8298,578.66,0.558664
2023-07-30,Cfvieedx Lfjcid,delta sigma theta delta sigma alpha zeta alpha gamma,3123,305.49,0.66763
2025-02-06,Icgy Scgyfqiea,omega alpha beta theta lambda beta beta alpha delta gamma gamma,6521,841.87,0.225983
2024-09-06,Nnydr Xzvaan,theta sigma beta gamma omega gamma lambda,2104,453.66,0.203856
2020-11-22,Pqawng Vvnjvexpk,sigma theta zeta alpha theta omega alpha delta omega sigma beta delta,5349,978.45,0.317278
2021-08-28,Ekva Hgazpin,theta lambda delta sigma theta zeta zeta gamma delta theta,3197,753.4,0.863152
2022-11-07,Vejr Ddebtmvuy,lambda omega theta lambda omega omega beta,5837,983.57,0.343771
2022-04-24,Vkjc Syyztnf,theta delta alpha delta lambda zeta delta zeta sigma omega,2026,67.32,0.654883
2024-08-21,Uflpm Ynahjqcsy,beta alpha theta alpha beta alpha zeta theta,4161,677.53,0.225674
2025-05-18,Ztavi Cbaeutls,lambda sigma sigma theta lambda zeta delta alpha theta sigma sigma,2097,361.31,0.426727
2022-02-25,Ayzcgj Vvujti,lambda lambda beta sigma sigma gamma,2173,284.43,0.358057
2024-12-15,Ldkfjd Chhrkdwww,gamma lambda beta lambda delta gamma,2346,753.12,0.969984
2024-02-04,Chssjmk Bqndbhd,lambda omega sigma beta zeta theta gamma gamma gamma delta lambda delta,7035,657.44,0.099321
2023-08-10,Trca Vtxcop,beta omega gamma alpha omega,3563,296.27,0.494448
2024-06-05,Qgcy Qbkpk,lambda theta zeta sigma omega omega delta alpha,2071,290.58,0.592516
2022-09-02,Adisvh Bgzysfmj,zeta lambda omega alpha gamma gamma delta gamma omega sigma gamma sigma,1597,498.57,0.785725
2024-11-23,Frechnf Mkiba,sigma omega delta theta delta,3326,497.3,0.782865
2022-12-22,Ragnb Dpxzqjqnu,zeta zeta sigma theta gamma lambda zeta omega,6118,186.62,0.047383
2025-06-27,Kgmg Ebvshi,alpha theta beta lambda delta omega delta gamma omega delta theta,7755,17.97,0.028271
2023-03-08,Kowy Xeayia,theta beta beta omega omega,5787,276.19,0.280394
2022-12-07,Icsv Gvjxk,alpha alpha gamma delta beta theta,4086,297.34,0.526288
2025-07-19,Hrbvsw Ypqwm,gamma omega alpha lambda delta theta lambda zeta alpha alpha beta gamma,3137,201.81,0.389474
2023-02-26,Mhggl Rnhoimma,gamma gamma sigma delta omega delta omega theta alpha beta gamma,3619,287.18,0.922615
2024-11-12,Smlsyl Rsoougewy,zeta gamma gamma omega gamma,2670,39.98,0.858405
2021-06-09,Vkrm Yjymgbrjy,lambda alpha alpha omega lambda lambda gamma beta beta,2529,266.89,0.873775
2025-03-21,Qjiee Qjlhuyyl,delta theta alpha gamma beta gamma beta alpha alpha,3028,370.93,0.907123
2024-11-05,Cprvvh Pjbylboyv,omega omega sigma sigma delta beta zeta beta,7417,861.52,0.135575
2021-10-04,Lmupyae Dkwbndlq,lambda zeta beta zeta zeta beta lambda beta,3412,863.68,0.174313
2024-03-30,Qrlojxre Eggwmya,gamma beta sigma alpha alpha theta omega gamma beta alpha,8826,417.1,0.665586
2021-10-10,Dftbokh Sbktezxer,gamma beta theta theta alpha theta alpha lambda alpha sigma delta,1632,41.03,0.90125
2024-02-14,Wshlejnr Ouctxk,beta omega lambda lambda alpha,1413,789.19,0.302001
2021-11-03,Quqcso Niazymyws,gamma sigma sigma sigma delta,1143,617.35,0.01057
2024-04-25,Xmprrqi Jysaile,gamma beta zeta beta lambda sigma beta alpha gamma lambda omega,9984,986.14,0.577092
2024-09-20,Utbjxlzh Eaqofc,delta gamma alpha theta zeta,4470,192.84,0.371293
2021-03-20,Ljacip Jayqnbq,alpha alpha lambda gamma omega theta lambda theta delta lambda gamma,8937,267.56,0.370971
2024-12-11,Ryfemkhr Lwudzm,omega beta lambda theta gamma,8464,743.12,0.120212
2022-04-25,Rsqlug Degwxsdbl,omega gamma lambda zeta sigma omega sigma theta,3293,530.23,0.606233
2023-11-08,Fyej Hmrrdzvhc,omega omega gamma sigma delta theta sigma lambda lambda zeta delta alpha,463,569.88,0.414676
2025-03-15,Bpybziy Boqrcblxj,sigma delta zeta zeta zeta omega lambda zeta lambda gamma sigma gamma,1588,586.43,0.311932
2021-08-01,Drxzyb Sfvsdxmqt,lambda delta omega beta beta omega alpha lambda,1340,614.31,0.716923
2020-12-07,Hghwpqi Bxugotfxh,zeta beta theta theta gamma sigma delta lambda,9386,159.38,0.15983
2022-03-31,Kfpwir Tvviujtpr,omega zeta sigma alpha delta zeta omega delta zeta sigma,3927,99.45,0.500725
2021-03-28,Dugdwwax Qmfepuebq,delta sigma lambda gamma beta,8463,451.38,0.723683
2024-11-09,Ofhen Hhggofrfi,beta lambda sigma gamma lambda,1286,674.99,0.33431
2023-06-26,Myqptxsg Awosqxg,lambda zeta gamma gamma lambda,4368,872.99,0.01232
2025-07-11,Fqdzgsqh Oxynp,delta sigma sigma delta lambda sigma lambda lambda delta,1131,212.74,0.465177
2024-04-16,Pveo Cygexad,zeta zeta beta delta zeta gamma zeta,3401,932.75,0.997769
2024-12-22,Btiyz Hrabn,omega delta alpha omega gamma beta beta sigma lambda beta,9701,597.61,0.162114
2022-03-30,Kksas Xabfzm,delta lambda zeta theta delta lambda delta alpha,1380,990.79,0.73118
2022-08-15,Nqobx Kwqoayibn,omega theta zeta sigma zeta beta,2403,899.27,0.446015
2020-12-03,Mmkioi Zqatcg,alpha alpha gamma alpha sigma delta theta theta zeta gamma omega,4272,216.34,0.927128
2021-11-10,Pulno Cixns,gamma omega alpha sigma omega gamma lambda gamma,9975,502.2,0.355001
2020-11-07,Mrxanq Flnsuta,zeta zeta lambda zeta delta,8167,915.3,0.460148
2021-08-15,Nqlnugth Ojfpm,alpha delta delta delta alpha gamma,2147,578.92,0.096896
2023-05-02,Daxbwttx Osprbxxyd,alpha omega zeta sigma sigma beta,9700,613.15,0.895166
2025-02-23,Xjbry Destnlx,theta gamma alpha theta theta sigma omega sigma omega,5202,853.17,0.72573
2024-08-23,Tibzu Owegvoz,lambda alpha sigma beta delta zeta beta alpha,2501,836.33,0.130159
2022-08-26,Cnwlq Ltbyp,theta delta theta omega sigma alpha zeta theta lambda omega theta,4359,58.47,0.422093
2022-02-11,Mutogy Sfwvbf,delta lambda beta omega gamma beta omega,9479,249.41,0.184816
2020-12-04,Dfqfiw Fbezaow,sigma sigma beta zeta lambda sigma,6456,799.54,0.058573
2023-01-24,Lojeyk Faxcz,lambda theta gamma zeta omega lambda lambda omega delta,1528,315.05,0.994212
2021-05-11,Zrtq Oldwfzlc,zeta gamma delta alpha sigma lambda,1659,577.31,0.726374
2025-07-10,Qxfbvxmj Rdvzz,delta omega delta omega zeta,3635,28.14,0.803324
2023-03-29,Islrofh Twufufw,gamma gamma gamma lambda alpha,1525,457.76,0.328911
2024-01-18,Byxrxlq Kycdfwep,omega alpha delta zeta theta omega lambda delta omega gamma theta sigma,557,829.58,0.090004
2024-05-11,Zadfr Zbebftc,alpha gamma sigma alpha delta theta gamma theta delta omega,2649,364.67,0.094654
2022-03-28,Mmet Lsoxrdlg,alpha delta alpha sigma beta theta theta beta beta,2178,821.41,0.889579
2025-08-13,Bkxvuukt Ttqvma,lambda lambda omega zeta beta gamma delta sigma lambda sigma alpha,5901,897.37,0.697465
2023-07-21,Fpfj Ovotgqg,delta gamma gamma omega alpha,9016,934.85,0.539049
2023-06-27,Ndrdcps Lgcuuxfo,sigma theta delta beta gamma lambda,5213,639.68,0.077306
2025-05-20,Svip Kagimbi,delta zeta sigma alpha omega,192,558.75,0.398213
2023-07-20,Vfve Cnajmvs,gamma beta omega theta zeta gamma delta,5509,121.9,0.931145
2024-01-02,Yplgtgog Srorqz,gamma beta lambda lambda lambda delta delta theta sigma gamma zeta sigma,4834,666.3,0.241393
2023-06-12,Oszxk Odhjbwz,omega omega lambda lambda alpha lambda zeta theta alpha zeta zeta gamma,1883,995.66,0.853275
2024-07-05,Bvbfkrlz Bjkyei,gamma delta alpha gamma sigma omega alpha delta gamma zeta lambda delta,8312,686.45,0.440646
2021-03-11,Tqptsk Qspec,omega alpha zeta theta beta sigma lambda,9811,857.27,0.091474
2023-05-17,Ixscpgud Imnainwn,alpha alpha zeta gamma sigma alpha beta delta omega zeta lambda sigma,1998,496.38,0.588407
2023-05-07,Saad Bmqwddgm,gamma theta omega sigma theta sigma alpha gamma,8289,116.74,0.243985
2020-10-19,Rudseef Axrnqipk,zeta alpha alpha zeta omega omega delta alpha,9392,782.15,0.820997
2024-02-17,Izdybco Pymovhx,lambda beta theta omega lambda lambda delta sigma,8322,953.26,0.677066
2023-06-06,Oexvr Bqitqkey,theta gamma lambda alpha theta sigma zeta gamma zeta beta,2671,382.66,0.45067
2023-03-21,Tjvldw Umqqbnioa,zeta alpha theta beta lambda,2178,518.22,0.048667
2025-08-02,Cdpjt Gdlgfbtil,alpha delta sigma omega gamma gamma,958,795.32,0.934441
2024-12-20,Dewsusj Slnjn,lambda sigma zeta delta alpha alpha theta,5800,797.33,0.922136
2024-02-06,Qxdt Jzjjkhnzp,zeta sigma theta gamma gamma zeta alpha gamma,4169,647.16,0.140541
2023-06-22,Rqneot Whngjoqf,sigma omega sigma beta alpha theta lambda zeta lambda sigma theta zeta,7098,36.43,0.660045
2023-06-01,Kjfzhb Elybq,delta delta theta beta theta beta,3800,18.59,0.312618
2025-08-22,Rryl Bjcbly,beta omega theta zeta omega zeta gamma beta theta,8253,65.86,0.859204
2020-10-17,Uqqhgtd Poqujae,beta delta zeta zeta zeta lambda lambda sigma,6331,69.22,0.607902
2025-04-21,Nojw Zteecgn,gamma lambda lambda sigma gamma omega beta beta delta,237,358.09,0.02025
2023-08-29,Achk Kitgvp,alpha beta beta gamma beta lambda theta zeta theta zeta zeta gamma,5354,343.64,0.122313
2022-12-27,Dnjbf Tlmlkoey,theta lambda omega beta beta theta zeta,8048,987.03,0.264018
2023-10-11,Negp Fuldy,delta omega zeta gamma lambda delta delta delta lambda delta,2997,586.22,0.600243
2021-01-24,Ireqz Dzuehurg,theta lambda zeta gamma alpha alpha lambda,6568,166.66,0.082141
2021-04-21,Alvsupyt Qsmdou,alpha sigma zeta theta gamma,8622,272.65,0.923934
2023-06-03,Qpco Yssxayq,zeta gamma lambda sigma lambda alpha delta lambda sigma alpha alpha omega,4839,685.65,0.033978
2025-09-02,Jtkxkrqo Bkjcuofm,omega alpha omega lambda omega alpha lambda delta theta sigma,826,47.29,0.999317
2021-04-19,Ytnax Hrhogr,zeta theta sigma delta delta,4059,366.0,0.105997
2024-07-06,Cjxxvcwr Lndcwqjpj,alpha lambda delta delta zeta gamma delta delta,9684,344.81,0.856845
2025-09-19,Aqkmomsz Pmvptpm,delta zeta alpha zeta alpha lambda theta beta omega zeta gamma,9175,415.75,0.227153
2024-11-05,Duxgyyqs Jaehk,gamma theta beta sigma theta lambda theta omega,452,653.67,0.849149
2024-09-11,Epifmj Tdzgy,omega omega theta beta alpha omega beta delta gamma alpha sigma theta,4036,676.32,0.489724
2023-01-19,Cypcv Xsomzgohg,alpha beta delta beta omega sigma beta beta beta alpha,1455,717.07,0.592404
2025-05-02,Urauhhb Qcwrk,sigma omega alpha omega theta,5660,830.94,0.469528
2020-11-12,Qkjfk Quevkux,theta beta gamma lambda gamma delta gamma omega,4451,985.53,0.365885
2023-06-15,Jxoc Damhkfz,alpha lambda omega gamma theta omega beta omega omega,9339,607.18,0.168909
2021-08-27,Xtfvthgs Plegzln,zeta omega lambda lambda zeta zeta sigma alpha,2962,955.31,0.990984
2023-11-01,Spou Vuqrpvmqb,delta gamma alpha lambda sigma omega theta omega lambda omega,4932,691.55,0.959099
2024-08-16,Bepm Hgiankzb,lambda sigma beta gamma zeta theta,4661,814.84,0.819312
2022-11-27,Boxey Gwzmqi,delta omega alpha lambda delta sigma lambda sigma,2170,13.39,0.33438
2025-06-26,Nnsqjcc Tfccxwtg,alpha sigma theta sigma sigma beta beta beta zeta,4979,166.38,0.006191
2021-12-20,Rviflpz Cayek,gamma lambda theta sigma omega delta beta zeta lambda,7951,206.19,0.508147
2023-10-14,Zxkksc Ydyhibvv,delta zeta theta omega gamma gamma beta alpha gamma,4448,754.93,0.84323
2024-11-12,Fztek Oksbn,gamma omega delta delta delta delta beta delta zeta sigma delta,4914,809.9,0.281799
2021-10-13,Zgjfra Notzvq,omega beta beta omega sigma sigma sigma,8098,784.47,0.731156
2021-11-21,Hqkza Faiisj,omega gamma sigma theta delta,9022,651.36,0.84411
2022-10-12,Fmgwx Ebpyh,delta gamma sigma alpha sigma zeta omega zeta omega sigma zeta,3804,907.79,0.516032
2021-11-16,Semtbky Whieuu,gamma omega delta zeta theta omega delta zeta theta,1249,550.79,0.802686
2025-06-28,Ezpg Xbyqcvlp,beta delta alpha gamma beta,1733,528.47,0.765598
2023-09-04,Ifdblur Rqmnbgzj,alpha gamma lambda delta omega alpha omega,7040,380.85,0.425784
2025-02-13,Dvlnjko Ispgoxjsj,gamma lambda theta beta gamma delta delta,4128,97.6,0.582426
2021-03-31,Eiscqz Hqjcssz,lambda alpha beta lambda gamma,4373,809.62,0.570224
2024-04-30,Wkygp Sejkmy,zeta sigma gamma lambda omega beta,6596,513.55,0.015215
2024-08-21,Cdzqedy Hkkwdqvy,beta delta lambda delta theta alpha delta,8681,155.68,0.649323
2021-07-30,Cqpgvsvc Tmrduzm,gamma alpha sigma theta beta gamma sigma delta alpha beta alpha zeta,3924,337.56,0.274366
2023-12-28,Nxalpr Hczcollto,sigma theta alpha lambda beta sigma alpha,6049,480.26,0.495743
2021-11-09,Dyhl Utbuxxhb,delta theta theta omega beta beta alpha gamma zeta,5704,596.16,0.999072
2023-08-12,Cwsaaavq Qioiexud,sigma delta beta sigma zeta zeta zeta,7236,388.35,0.476499
2025-04-24,Somap Ngnpt,beta zeta lambda theta sigma sigma theta omega,5844,507.96,0.553532
2022-06-20,Jztl Evads,omega beta zeta delta beta alpha,1227,91.31,0.05539
2024-07-02,Oxuzknm Jjdvi,delta zeta theta delta gamma lambda lambda alpha omega lambda theta sigma,8487,888.97,0.96003
2021-05-03,Yfehkf Dxkhb,theta omega sigma delta alpha zeta,9548,869.66,0.540991
2022-11-01,Pgqc Hfeuct,theta beta lambda theta sigma theta,9310,297.0,0.466318
2023-04-18,Nmlfsd Zorwbczim,theta delta delta beta omega lambda gamma,8438,189.27,0.817875
2024-11-19,Usgvr Pyozvjryd,theta alpha sigma alpha theta lambda delta gamma omega gamma omega,9963,927.56,0.586451
2023-11-23,Fnsmdt Emnqtejhb,omega omega alpha beta sigma delta gamma sigma sigma,4002,156.21,0.858191
2020-11-30,Wyouug Gazec,alpha theta beta gamma beta gamma,4747,189.98,0.127167
2021-02-14,Qley Dkonyga,lambda zeta delta sigma delta zeta theta lambda alpha theta,5636,502.61,0.517429
2023-10-17,Jfipni Cprve,beta sigma delta delta gamma gamma zeta lambda delta lambda sigma beta,4976,439.54,0.01987
2022-04-02,Rspuk Qtojln,alpha zeta omega delta lambda gamma alpha sigma gamma lambda,5706,195.24,0.215345
2023-10-08,Xmpq Cklroet,gamma zeta omega theta alpha beta omega delta omega lambda omega alpha,2554,73.28,0.005574
2024-07-26,Opuhlz Aazvlku,omega omega theta beta sigma gamma delta theta sigma zeta zeta,4900,712.39,0.443608
2023-12-16,Vwhnvzd Pdnyoma,theta zeta alpha alpha delta theta omega beta omega omega,8124,656.25,0.274518
2022-06-16,Vmbb Mglrxj,lambda gamma alpha zeta alpha sigma alpha beta gamma sigma,1764,681.11,0.053808
2024-11-12,Kiqusus Bksuok,omega zeta zeta zeta gamma sigma zeta,2974,603.94,0.723588
2023-04-09,Crtksya Foayw,alpha omega sigma zeta theta delta alpha delta gamma delta zeta,3465,744.67,0.673733
2021-05-01,Fdwskqob Mlxqf,zeta lambda delta alpha gamma sigma omega sigma beta alpha gamma,7966,780.37,0.418203
2020-11-14,Gqgje Cpirzlkh,omega lambda delta lambda beta theta,3057,279.59,0.227082
2024-06-07,Pmnvrt Bbpcdy,zeta lambda omega zeta theta beta lambda omega omega omega sigma delta,5324,575.92,0.869679
2021-03-17,Nsuoey Vouqj,alpha beta sigma gamma sigma,6093,547.0,0.475868
2025-03-31,Qzdvxhu Lipudr,gamma alpha beta delta lambda gamma alpha alpha lambda zeta,9207,355.06,0.564646
2024-06-04,Vgtawk Abkxt,delta zeta theta gamma sigma beta,1984,161.87,0.307872
2021-01-08,Ytjpgk Tftemh,alpha omega theta beta sigma beta delta theta sigma lambda alpha,1040,404.53,0.356715
2023-02-09,Wwzur Uttckglh,beta delta sigma delta zeta alpha sigma,3609,199.47,0.721075
2024-08-10,Dxwftknv Gmvkjta,alpha alpha theta lambda zeta omega omega delta,1203,348.64,0.045228
2022-04-13,Hswsh Gtzmuyaz,sigma lambda zeta zeta beta lambda delta delta beta zeta beta beta,1014,132.68,0.770602
2025-03-14,Vvbwsiv Tgfaat,delta lambda zeta gamma alpha alpha,391,823.09,0.91928
2021-12-13,Hoim Ovrqknm,gamma omega theta beta beta,9857,812.02,0.786772
2025-01-22,Zdnj Pifwvzx,alpha theta theta lambda sigma omega,3778,228.39,0.360022
2021-04-28,Penfzlbl Hrqikpbnv,lambda delta beta gamma delta alpha,4350,792.65,0.024993
2021-07-16,Qveiymba Yfnxe,alpha sigma zeta zeta theta beta alpha gamma alpha theta omega,8013,391.43,0.536222
2023-12-18,Abuyokx Qiyxknyn,lambda beta lambda gamma omega,813,886.24,0.269906
2025-09-08,Szagpj Nsygk,theta gamma lambda delta sigma zeta sigma omega lambda gamma,6399,252.38,0.704975
2025-05-03,Dpugndd Azcwxsk,beta delta theta omega alpha sigma,4297,456.58,0.108159
2021-03-31,Jgnb Uggehfob,sigma delta delta delta delta alpha beta theta,5917,850.06,0.96045
2023-09-02,Hyniv Uvmzno,sigma lambda beta omega gamma alpha zeta zeta lambda,6312,91.82,0.062717
2020-11-10,Kdwpkm Otsgsk,theta sigma zeta zeta sigma delta,4721,326.62,0.155527
2021-01-16,Ouzwoc Hoouq,theta zeta lambda delta theta,9187,347.3,0.212616
2023-02-20,Kefcbd Unhsxdsjq,beta lambda gamma alpha omega lambda omega beta zeta sigma zeta lambda,3498,403.31,0.865126
2021-10-06,Jkcdgetp Hkeceihz,delta beta gamma gamma lambda zeta beta alpha theta,3602,918.04,0.686805
2022-10-09,Dtpx Tgygem,delta delta zeta beta omega,9417,812.72,0.106898
2022-06-12,Wctqa Akjdl,omega lambda theta zeta gamma omega gamma omega lambda,9075,750.62,0.652874
2025-01-15,Cbbj Fkyrvlgz,alpha delta zeta sigma alpha beta zeta alpha,6326,841.19,0.937653
2021-09-02,Aldgg Yseiet,theta beta sigma theta alpha gamma theta theta zeta,1918,289.97,0.154046
2023-06-11,Bchx Gnjky,omega lambda theta alpha alpha zeta omega gamma lambda,8577,738.74,0.629007
2021-04-04,Rivqgh Jqdmirzp,omega omega lambda gamma sigma theta theta gamma zeta,4271,612.57,0.666311
2020-12-21,Agdavejl Isnorj,delta delta alpha lambda sigma gamma alpha theta lambda beta delta theta,8041,299.23,0.038175
2025-06-29,Sbhfubyd Utjkc,zeta sigma gamma gamma beta gamma zeta alpha beta beta gamma omega,6514,593.99,0.12415
2023-08-29,Dxohvn Cvzsvaeeu,delta zeta lambda gamma gamma lambda omega sigma zeta,3798,119.43,0.297357
2025-03-17,Woomyptb Oefxivs,theta gamma sigma lambda gamma beta zeta alpha beta,7012,150.88,0.085522
2021-04-15,Eebcxi Xeytboyn,theta zeta delta gamma lambda lambda alpha,5836,770.73,0.880032
2025-07-02,Ovlpmsk Efoutv,omega zeta delta zeta delta zeta delta theta alpha,6271,354.73,0.506557
2025-02-03,Bwxwe Ljvrtbru,omega delta omega gamma zeta beta omega lambda gamma lambda delta,3208,885.83,0.889023
2021-09-07,Gobpyfb Gnidi,alpha theta beta gamma delta,6345,472.98,0.723
2025-02-07,Aagsb Gxqru,gamma omega delta delta lambda alpha delta omega lambda,3556,792.08,0.057537
2024-12-10,Rcdwo Dtgpps,theta delta beta alpha delta delta lambda,7481,169.82,0.905329
2025-01-22,Awjmvjri Rgvwjskp,delta sigma beta lambda lambda delta gamma gamma beta zeta,7675,936.05,0.916245
2022-08-08,Cbwtyqx Rtjpr,gamma beta beta delta alpha,4043,454.93,0.129522
2021-07-11,Alxkse Gssoi,lambda alpha lambda omega lambda theta zeta zeta zeta delta beta sigma,6803,103.41,0.030574
